Sample	percent	start	end
TCGA-04-1331-01	0	0.845176433987108	0.845041086828113
TCGA-04-1332-01	0	0.798878546197121	0.79885489731482
TCGA-04-1336-01	0.0598162254153503	0.647223775168368	0.707039974709668
TCGA-04-1338-01	1	2.5874050679775e-08	1
TCGA-04-1343-01	0	0.171101241770726	0.00177695217706975
TCGA-04-1346-01	0	0.00165503365036723	0.00138100157984367
TCGA-04-1347-01	1	2.5874050679775e-08	1
TCGA-04-1348-01	0	0.992491479869174	0.151133771144695
TCGA-04-1349-01	1	2.5874050679775e-08	1
TCGA-04-1350-01	0.812827039914682	2.5874050679775e-08	0.812827039914682
TCGA-04-1356-01	0	0.344114213648401	0.156074550488177
TCGA-04-1360-01	0	0.656794483010723	0.0516875560383423
TCGA-04-1361-01	0.330734069327604	0.183125094230058	0.513859137683612
TCGA-04-1362-01	0.000179022556505757	0.0812288393928075	0.0814078360752626
TCGA-04-1367-01	0	0.502299362196889	0.000602347899328559
TCGA-04-1371-01	0	0.155978454264032	0.0669955758737001
TCGA-04-1516-01	0.297211830412882	2.5874050679775e-08	0.297211830412882
TCGA-04-1517-01	0	0.65635819476852	0.655073134168518
TCGA-04-1519-01	1	2.5874050679775e-08	1
TCGA-04-1525-01	0	0.831100898680814	0.115800193439577
TCGA-04-1536-01	0	0.061130860055255	0.00178016055935148
TCGA-04-1542-01	1	2.5874050679775e-08	1
TCGA-04-1638-01	1	2.5874050679775e-08	1
TCGA-04-1644-01	0.00134974572664826	0.998650280147402	1
TCGA-04-1646-01	0	0.976786267482158	0.73551623039093
TCGA-04-1649-01	1	2.5874050679775e-08	1
TCGA-04-1651-01	0	0.782844448752186	0.781245432421495
TCGA-04-1652-01	0	0.194738739490252	0.107371824933793
TCGA-04-1654-01	0.608246173790668	0.391753852083382	1
TCGA-04-1655-01	1	2.5874050679775e-08	1
TCGA-09-0365-01	1	2.5874050679775e-08	1
TCGA-09-0367-01	0	0.901389568478017	0.364325443705686
TCGA-09-1661-01	0	0.333150524540748	0.330151049344117
TCGA-09-1665-01	0	0.859860708083242	0.473538776572941
TCGA-09-1666-01	0	0.689393535797952	0.242466427319624
TCGA-09-1667-01	1	2.5874050679775e-08	1
TCGA-09-1668-01	1	2.5874050679775e-08	1
TCGA-09-1669-01	0	0.911766822227496	0.351393670808749
TCGA-09-1670-01	0	0.770286840501821	0.767125600740474
TCGA-09-1672-01	0	0.104362983330824	0.104064215667871
TCGA-09-1673-01	0	0.983525681457162	0.0550933314524623
TCGA-09-1674-01	0	0.845315351765093	0.641143321515533
TCGA-09-1675-01	0	0.793783712756018	0.732883519862383
TCGA-09-2043-01	0	0.830294715010398	0.0872008290252824
TCGA-09-2044-01	0	0.868129563066718	0.69392622961445
TCGA-09-2049-01	0	0.50457739123901	0.0618436384027938
TCGA-09-2050-01	0	0.845176459861158	0.108983079690446
TCGA-09-2051-01	0.968811807447074	2.5874050679775e-08	0.968811807447074
TCGA-10-0927-01	0	0.845176433987108	0.845176304616854
TCGA-10-0928-01	0	0.0324948062371262	0.0320237691448892
TCGA-10-0930-01	0.00520443591969223	0.242085095561019	0.247289505606661
TCGA-10-0933-01	0	0.002912926497178	0.00284412739647721
TCGA-10-0935-01	0	0.577340370626629	0.576927679518627
TCGA-13-0717-01	0	0.537067255532461	0.0604063348887174
TCGA-13-0723-01	0	0.852304320958698	0.480941989317588
TCGA-13-0724-01	0	0.969470819517345	0.0893526703223423
TCGA-13-0726-01	0	0.839948400933215	0.839922604504708
TCGA-13-0727-01	1	2.5874050679775e-08	1
TCGA-13-0730-01	0	0.331876977893289	0.331862203810363
TCGA-13-0751-01	0.999667880685748	2.5874050679775e-08	0.999667880685748
TCGA-13-0755-01	0.0596831292987633	0.655185738036984	0.714868841461697
TCGA-13-0757-01	0	0.974086776028862	0.372386090203513
TCGA-13-0758-01	0	0.893808885619904	0.338003539104397
TCGA-13-0760-01	0	0.858133485831538	0.208712874392015
TCGA-13-0764-01	0	0.511411090254614	0.511324929665921
TCGA-13-0766-01	0.0687388659108632	0.802524329305149	0.871263169341962
TCGA-13-0768-01	0.85576753676528	0.144232489108771	1
TCGA-13-0791-01	0	0.983525681457162	0.0966632022175303
TCGA-13-0791-02	0	0.70415532854986	0.0179541589961966
TCGA-13-0792-01	0	0.720895813451821	0.717770797361395
TCGA-13-0793-01	1	2.5874050679775e-08	1
TCGA-13-0794-01	0.0201042408578117	0.85203600705337	0.872140222037131
TCGA-13-0797-01	0.00302871287387453	0.578610527773452	0.581639214773276
TCGA-13-0799-01	4.02341487738766e-05	0.831123641971343	0.831163850246066
TCGA-13-0801-01	0	0.893619875679844	0.223794134047402
TCGA-13-0802-01	1	2.5874050679775e-08	1
